ID,Creator/Property,youtube 2023-05 Views,youtube 2023-05 Views Growth,facebook 2023-05 Views,facebook 2023-05 Views Growth,instagram 2023-05 Views,instagram 2023-05 Views Growth,tiktok 2023-05 Views,tiktok 2023-05 Views Growth,twitter 2023-05 Views,twitter 2023-05 Views Growth,youtube 2023-05 V30,facebook 2023-05 V30,instagram 2023-05 V30,tiktok 2023-05 V30,youtube 2023-05 Engagements,facebook 2023-05 Engagements,instagram 2023-05 Engagements,twitter 2023-05 Engagements,tiktok 2023-05 Engagements,youtube 2023-05 E30,facebook 2023-05 E30,instagram 2023-05 E30,tiktok 2023-05 E30,youtube 2023-05 ER30,facebook 2023-05 ER30,instagram 2023-05 ER30,tiktok 2023-05 ER30,youtube 2023-05 Followers,youtube 2023-05 Followers Growth,facebook 2023-05 Followers,facebook 2023-05 Followers Growth,instagram 2023-05 Followers,instagram 2023-05 Followers Growth,twitter 2023-05 Followers,twitter 2023-05 Followers Growth,twitch 2023-05 Followers,twitch 2023-05 Followers Growth,tiktok 2023-05 Followers,tiktok 2023-05 Followers Growth,Creator/Property Type,2022-10 - 2023-04 Relevance Score,2022-10 - 2023-04 Viewing Affinity,2022-10 - 2023-04 Audience Overlap,2022-10 - 2023-04 Market Share
583AET3KTX03YbjtG01,The Hooga House,825633.0,-0.6649689897693021,,,,,,,,,23942.0,,,,36094.0,,,,,1426.0,,,,3.3093,,,,3800.0,-0.638095238095238,,,,,,,,,,,influencer,5.715662436244004,26.63966644261094,0.0014121727640597902,0.21455457967377667
2D2Lr7nVgj03SpXSy01, cathy on skincare,304530.0,0.22131495993519046,,,,,1453353.0,-0.7177555813240359,,,,,,890841.0,9191.0,,67.0,,203706.0,,,,168389.0,,,,3.7209,3000.0,0.5,,,9.0,,,,,,2900.0,-0.7883211678832117,influencer,5.709822390137679,26.626053266276116,0.003972252043934264,0.21444493981275078
wZ27JszVjt03WYBHK01,Aleia | Hair + Health,266827.0,0.6002003046549842,,,,,194077.0,-0.17873600914034235,,,4329.0,,,13917.0,10619.0,,10601.0,,5666.0,172.0,,960.0,631.0,2.2148,,,0.8929,1000.0,0.25,,,2703.0,0.6623616236162362,,,,,400.0,-0.5555555555555556,influencer,5.706816672218874,26.61904420934307,0.0012304897183912792,0.2143884892086331
35HfPsfkz7,Sarah's Nail Secrets,146346.0,-0.31312628777674,36036626.0,-0.14454311500444267,,,80664.0,-0.03382522039095439,0.0,,22933.0,72737.0,,7548.0,9922.0,290791.0,7897.0,0.0,3924.0,1899.0,547.0,1051.0,625.0,4.6014,0.295,,1.6305,0.0,-1.0,0.0,,61.0,-0.8025889967637541,-5.0,,,,200.0,1.0,aggregator,5.70524546620444,26.61537956722167,0.0017259889338508546,0.21435897435897436
QhCsq8pdGc,Allana Davison,1755670.0,1.7862072686703834,0.0,,,,1220137.0,0.7809827001337046,0.0,,78989.0,,,57975.0,85157.0,0.0,200.0,0.0,52596.0,3351.0,,8330.0,2710.0,2.3574,,,0.9203,6000.0,1.0,0.0,,920.0,,0.0,,,,3400.0,0.3076923076923077,influencer,5.704554402950227,26.613767588567,0.0020976133454455362,0.21434599156118145
nrzbtHQggg,Emmarie Lane,3144953.0,65.75056775973681,,,,,,,,,4572.0,,,,206338.0,,,,,136.0,,,,1.6636000000000002,,,,4120.0,36.45454545454545,,,,,,,,,,,influencer,5.6741129190659745,26.542662446905933,0.0012304897183912792,0.21377331420373027
0BQMlzjhkI,Gabby Angelique,793279.0,-0.1108053516744159,3351557.0,0.9299578025055913,,,0.0,,2.0,0.0,25787.0,233101.0,,,7987.0,159402.0,1536.0,0.0,2.0,371.0,11007.0,383.0,,0.7994,1.8519,,,1000.0,-0.5,1758.0,1.2196969696969697,-706.0,,-2.0,,,,0.0,,influencer,5.6650514918309804,26.521459969218668,0.001659922371789578,0.21360255047821466
2k2Z2qC9Uj03W6VdU01,BE THEE COMMENTATOR,1312757.0,1.9456204674373518,,,,,,,,,106050.0,,,,29178.0,,,,,3229.0,,,,1.6915,,,,10200.0,2.7777777777777777,,,,,,,,,,,influencer,5.65786636213685,26.50463570987598,0.0012304897183912792,0.2134670487106017
6h2rde79UH03NRuHB01,Vandy Vanity,524873.0,-0.07417069720349537,1.0,-0.5,,,450976.0,0.5513130103953823,,,5570.0,,,11506.0,13506.0,34.0,,,19845.0,409.0,,,800.0,4.0881,,,1.3701,1000.0,-0.5,0.0,,,,,,,,500.0,0.25,influencer,5.65786636213685,26.50463570987598,0.0012304897183912792,0.2134670487106017
4o2ohWHymj03WFMJW01,Sophie Marie,1208235.0,0.38678017381882623,,,,,,,,,9388.0,,,,50271.0,,,,,382.0,,,,2.2645,,,,2400.0,0.6,,,,,,,,,,,influencer,5.643354739394545,26.470623575814773,0.001841605417458089,0.21319311663479923
590NVY04Xb,I Am Eloho,609671.0,0.3679721770348348,713.0,4.6141732283464565,,,19650.0,-0.8117671852249214,1743.0,-0.9171026348330639,62956.0,,,,39312.0,1.0,71.0,27.0,1885.0,5404.0,,,,4.7693,,,,0.0,,0.0,,-437.0,,-70.0,,,,0.0,,influencer,5.635669952658716,26.452594371091873,0.0017259889338508546,0.2130479102956167
73aBArOs3v,Camelia Katoozian,163040.0,-0.18270363482332183,157.0,1.1506849315068493,,,,,,,,,,,5266.0,2.0,176284.0,,,,,17174.0,,,,,,0.0,-1.0,0.0,,-1551.0,,-1.0,,,,,,influencer,5.627839129908474,26.43420990328931,0.0033528780246097943,0.2128998426848453
wnDrybzXK03X6WC601,SarahSaleen,2246107.0,-0.5929731226462518,,,,,4103445.0,0.6716849800136556,,,97892.0,,,111517.0,90926.0,,1094.0,,326021.0,5310.0,,291.0,10843.0,3.0136,,,1.9141,7500.0,-0.6212121212121212,,,528.0,0.35384615384615387,,,,,8500.0,0.2318840579710145,influencer,5.606719929391362,26.38456437360641,0.0030886117763646876,0.2125
rnIHjSU5ta,Laura Lee,3707654.0,0.3452962667447505,,,,,,,,,215818.0,,,,151633.0,,596901.0,,,8257.0,,65624.0,,2.1256,,,,0.0,,,,2560.0,,,,,,,,influencer,5.579525239522457,26.320499088450788,0.006573622925097035,0.21198402130492677
5H32ZUteHd03WTJm201,Blowout Professor,3889408.0,0.12997340236226534,,,,,891062.0,0.8029115704067903,,,274709.0,,,,133448.0,,601.0,,21553.0,10264.0,,,,2.0758,,,,50000.0,0.25,,,1200.0,0.03986135181975736,,,,,-400.0,,influencer,5.576433854162047,26.313206525401927,0.007308613428028739,0.21192528735632185
5B2Lr7nJSF03R61Ew01,Chetali Chadha,2199411.0,-0.5817190814753675,,,,,,,,,176672.0,,,,64694.0,,123297.0,,,6164.0,,4912.0,,1.9385,,,,3000.0,-0.7272727272727273,,,13650.0,0.6127126654064272,,,,,,,influencer,5.576183483917983,26.312615814737985,0.0018498637377157487,0.2119205298013245
3M3496KcYZ03N8BvD01,JYOTII SETHI,2278712.0,0.0700931507261023,12.0,-0.07692307692307693,,,70.0,-0.5569620253164557,,,90572.0,,,,76970.0,1.0,23039.0,,0.0,4756.0,,9701.0,,2.9176,,,,4000.0,0.0,0.0,,-5.0,,,,,,0.0,,influencer,5.558483612098016,26.270821987904586,0.001478239326121067,0.2115839243498818
ho1bAC61cE,Lume Deodorant,67633.0,0.010775346724055475,44485.0,0.054571746912263235,,,16221.0,0.5473623962606124,26.0,-0.7903225806451613,1226.0,3121.0,,,898.0,866.0,2564.0,3.0,304.0,30.0,68.0,115.0,,1.3767,0.8661000000000001,,,400.0,1.0,3596.0,-0.2133012469919055,2352.0,-0.03289473684210526,284.0,-0.109717868338558,,,200.0,-0.5,brand,5.545685634159081,26.24056129333809,0.001354364522256173,0.211340206185567
jIAkI4Fgal,Monika Cioch ,324598.0,-0.02759071082778124,,,,,0.0,,,,10559.0,,,,8148.0,,0.0,,0.0,424.0,,,,2.2327,,,,1700.0,-0.15,,,-9.0,,0.0,,,,0.0,,influencer,5.534499958899984,26.214084264789786,0.0012222313981336197,0.21112696148359486
5JXuxfZ9E03ZrN1x01,KianLawley & AylaWoodruff,2005501.0,,,,,,,,,,,,,,183356.0,,,,,,,,,,,,,74910.0,,,,,,,,,,,,influencer,5.5314202107822865,26.20678965718193,0.001354364522256173,0.21106821106821108
743WEU8nMw,TheChicNatural,1401688.0,0.052040301662023246,1215.0,2.0916030534351147,,,1412.0,-0.021483021483021482,,,103349.0,,,,47712.0,13.0,378.0,,63.0,5240.0,,,,2.8172,,,,10000.0,,0.0,,-601.0,,,,,,37.0,0.12121212121212122,influencer,5.5120692405721226,26.16090893452883,0.0015938558097283013,0.21069868995633187
3x2Ff7LLWf03VBMb801,scrivspo,57697.0,-0.41850011590288344,,,,,1106.0,3.0072463768115942,,,16143.0,,,,2956.0,,572.0,,71.0,953.0,,,,3.2828,,,,100.0,-0.8,,,61.0,-0.29069767441860467,,,,,-1.0,-1.0909090909090908,influencer,5.511710001843708,26.160056426661182,0.0011066149145263853,0.21069182389937108
bnxmGu5f2I,Woot,4410.0,0.4290343486714193,16922.0,3.4921688346164057,,,403751.0,,20.0,-0.047619047619047616,,3164.0,,,38.0,533.0,0.0,1.0,61942.0,,51.0,,,,0.632,,,10.0,0.0,9862.0,2.024225697638761,59.0,-0.2716049382716049,-2559.0,,-25.0,,52.0,,brand,5.50090121609493,26.134393138175913,0.00222148814931043,0.2104851330203443
6K3KFwZQqa03UaNa601,skyloafu,154959.0,0.09334716254259891,,,,,,,,,27873.0,,,,5052.0,,,,,1601.0,,,,3.1913,,,,1000.0,,,,,,,,,,,,influencer,5.500283425378044,26.132925556939703,0.0017259889338508546,0.2104733131923464
p8z0pGlIdZ,NAGAM,44585.0,-0.10601138915623998,5.0,0.0,,,2381956.0,-0.6918845257074854,,,4962.0,,,1000617.0,772.0,0.0,136017.0,,174903.0,182.0,,12213.0,129329.0,2.0399,,,2.5443,100.0,0.0,0.0,,3727.0,-0.6134218442070325,0.0,,,,1900.0,-0.8118811881188119,influencer,5.49894800950474,26.129752952965784,0.0011644231563300025,0.21044776119402986
6mVCutsRN03VzJ4d01,hii,186252.0,-0.5886015695924052,,,,,3318180.0,-0.008465832026250623,,,5008.0,,,135393.0,7249.0,,42098.0,,161229.0,155.0,,1701.0,6300.0,1.7238,,,0.916,160.0,-0.6444444444444445,,,8332.0,4.818435754189944,,,,,3400.0,0.1724137931034483,influencer,5.488952650288263,26.105994312346613,0.001354364522256173,0.21025641025641026
u1WLMDjD603Y6Wkd01,Jemma McCarthy,527349.0,-0.2888998861914034,,,,,,,,,384434.0,,,,27062.0,,,,,23496.0,,,,3.3956,,,,130.0,-0.7547169811320755,,,,,,,,,,,influencer,5.473467741800716,26.069144436909824,0.0012882979601948963,0.20995962314939434
KUiZOhgsI0,Stephanie Lange,1292174.0,-0.27141659378994476,6.0,-0.14285714285714285,,,84.0,0.6470588235294118,3.0,-0.25,347003.0,,,,54662.0,0.0,6.0,0.0,0.0,16721.0,,,,2.6771000000000003,,,,0.0,,0.0,,-697.0,,-58.0,,,,-2.0,,influencer,5.466533797352939,26.052626637522273,0.008993310760591296,0.20982658959537573
6w2q42fTJa03ShtBb01,Derm To Door,986752.0,-0.2605907468936257,,,,,138999.0,-0.27916673149026866,,,,,,,24637.0,,4.0,,3205.0,,,,,,,,,2200.0,-0.3333333333333333,,,-56.0,,,,,,-100.0,-2.0,brand,5.457366742296172,26.030773112063482,0.0010405483524651086,0.2096505823627288
6BEYEohFC03Y7qpG01,Koko Beaute,1066850.0,-0.8227541563514852,,,,,,,,,128664.0,,,,48893.0,,,,,6361.0,,,,2.747,,,,2100.0,-0.7442143727161997,,,,,,,,,,,influencer,5.42122534008817,25.94443555613624,0.0018498637377157487,0.208955223880597
HsE64jwz03Xxz9Q02,Paige Lindgren,1857017.0,-0.2242236354377415,,,,,,,,,53408.0,,,,93029.0,,,,,2727.0,,,,2.8371,,,,2600.0,-0.38095238095238093,,,,,,,,,,,influencer,5.419164429504208,25.939503622754216,0.0025931125609051117,0.20891550232867598
4opAFCtm903X2xjC01,Eugenia Cooney Archives,257276.0,-0.44732800158105146,,,,,,,,,9833.0,,,,7598.0,,,,,238.0,,,,1.3455,,,,340.0,-0.34615384615384615,,,,,,,,,,,influencer,5.4150065561547285,25.92955062466399,0.0012882979601948963,0.20883534136546184
4biHyZGa903NhquL01,MeFun JSC,5641320.0,-0.16684216977969313,0.0,,,,1301.0,-0.19889162561576354,,,56344.0,,,,45111.0,0.0,,,6.0,535.0,,,,0.5281,,,,7000.0,0.0,0.0,,,,,,,,-200.0,,influencer,5.4150065561547285,25.92955062466399,0.0012882979601948963,0.20883534136546184
6rFSb4CNq03YGhV901,swammilovesyou ,38010.0,0.28368794326241137,,,,,,,,,2837.0,,,,840.0,,,,,100.0,,,,1.9577,,,,0.0,-1.0,,,,,,,,,,,influencer,5.3432378787653905,25.757146697638294,0.0012882979601948963,0.2074468085106383
W1ckUAWU9D,Hindash,618541.0,0.3098465982245714,278.0,-0.9828012868101955,,,5095316.0,-0.357566676534772,,,,,,672264.0,15718.0,13.0,150506.0,,483946.0,,,39069.0,71503.0,,,,2.0937,10000.0,,258.0,0.5542168674698795,13990.0,-0.29339865649780295,-2.0,,,,13300.0,-0.6029850746268657,influencer,5.335515617213256,25.738527337436746,0.003096870096622347,0.20729684908789386
372KigTzzr03SERoo01,Dr. Daniel Sugai,4731959.0,-0.10442458213057951,,,,,12799663.0,-0.17837161676779703,,,86136.0,,,201110.0,211925.0,,97094.0,,391361.0,5321.0,,5054.0,8197.0,3.4325,,,0.8024,29000.0,-0.09375,,,10733.0,-0.7747864951633548,,,,,0.0,-1.0,influencer,5.3164381279122255,25.69247122720819,0.006020315467833843,0.2069259154130003
5caCL0tSnG,Anncy Twinkle,493175.0,0.15118333734042627,0.0,,,,0.0,,3.0,-0.8695652173913043,94574.0,,,,20486.0,0.0,54243.0,0.0,0.0,4447.0,,5999.0,,2.6128,,,,-1000.0,,0.0,,-272.0,,-116.0,,,,0.0,,influencer,5.313992047520337,25.686560025098302,0.0032290032207449005,0.20687830687830688
4XgGCMtv03WRY2o03,♉️ Ricky Bobby,,,,,,,6660932.0,-0.6197975562568085,,,,,,519478.0,,,0.0,,426558.0,,,,38644.0,,,,1.4644,,,,,-2.0,,,,,,1300.0,-0.823537396497896,influencer,5.309462755548346,25.675610937278567,0.0011066149145263853,0.20679012345679013
6mRNRpSCP03V4iL601,Camel Glow | Hair Growth Products,263220.0,0.7534673648027499,,,,,2803545.0,0.9229020230785692,,,2986.0,,,46004.0,4793.0,,63688.0,,146034.0,84.0,,1798.0,3563.0,1.5772,,,1.5248,270.0,0.2857142857142857,,,2716.0,-0.6311787072243346,,,,,2200.0,2.142857142857143,influencer,5.309462755548346,25.675610937278567,0.0011066149145263853,0.20679012345679013
2eTB8LTRR03ZZ6MQ01,Ways To Sell Online,75691.0,0.28038094593680224,,,,,,,,,1040.0,,,,1711.0,,,,,31.0,,,,1.6905000000000001,,,,1120.0,0.12112112112112113,,,,,,,,,,,brand,5.297350664327256,25.646308264315127,0.0017177306135931951,0.20655412115193644
683AET2hQT03WoEXr01,Miriam Malnik-Ezagui,9008.0,-0.1992177082407325,,,,,54562724.0,-0.29532943880221696,,,2248.0,,,885929.0,292.0,,531533.0,,5751540.0,70.0,,7986.0,102207.0,1.7379,,,2.271,330.0,-0.22897196261682243,,,24263.0,-0.3889952153110048,,,,,100000.0,0.0,influencer,5.293113380323818,25.63604913306088,0.0011066149145263853,0.20647149460708783
6F2zysSRMD03Q21WF01,"Chloe Homan▪️Curly Creator ▪️ Madison, WI",1387104.0,-0.717277243604769,,,,,1266668.0,-0.39924437669614476,,,14506.0,,,124656.0,80983.0,,48931.0,,95689.0,769.0,,11585.0,12068.0,2.9471,,,1.9058000000000002,3600.0,-0.6842105263157895,,,2429.0,,,,,,1900.0,-0.24,influencer,5.287680367204387,25.622888943567524,0.001659922371789578,0.20636550308008214
Zb2HEimjsS03WgbSp01,Nia Kajumulo,963078.0,1.805386605145414,,,,,26186112.0,1.0190687295427137,,,9535.0,,,630543.0,67421.0,,2016.0,,1089021.0,623.0,,178.0,47706.0,3.6306000000000003,,,1.4894,4900.0,1.1304347826086956,,,553.0,-0.5240963855421686,,,,,11300.0,-0.6937669376693767,influencer,5.283836029139603,25.613572858743993,0.001841605417458089,0.2062904717853839
4x31CxWeVN03Sg7VL01,Morgan Green,360710.0,0.5681543504534349,,,,,,,,,9892.0,,,,10294.0,,,,,411.0,,,,2.3094,,,,3700.0,0.9473684210526315,,,,,,,,,,,influencer,5.282352510288218,25.609976902558056,0.0018498637377157487,0.20626151012891344
FAALe3WKjX,Dan Rodgers,56962.0,0.40765086739485,,,,,,,,,4327.0,,,,1963.0,,,,,262.0,,,,3.374,,,,1300.0,0.08333333333333333,,,,,,,,,,,influencer,5.276839405694137,25.596609057471557,0.001659922371789578,0.20615384615384616
6wQhAdpLg03XXJUq01,Alyse Carolyn,552828.0,-0.5835642772290951,,,,,18643757.0,1.322004467463304,,,9732.0,,,356947.0,27313.0,,53182.0,,1863123.0,366.0,,14969.0,40822.0,2.0925,,,2.2513,1500.0,-0.6052631578947368,,,625.0,-0.5166279969064191,,,,,8300.0,0.8863636363636364,influencer,5.276148561665722,25.59493344808052,0.0011644231563300025,0.20614035087719298
3q2XE8gY8Z03PdsLD01,Olivia Cantrell,191525.0,0.15241132404705315,,,,,4606.0,0.15034965034965034,,,26946.0,,,,3441.0,,49663.0,,76.0,1085.0,,7295.0,,2.2374,,,,1000.0,,,,2067.0,-0.4704073789392775,,,,,100.0,,influencer,5.270508939855336,25.58125070807834,0.001354364522256173,0.20603015075376885
OiOt5PCHhg,Hung Vanngo,285579.0,-0.3798622828218341,,,,,114231.0,-0.07772610570169064,153.0,-0.8604014598540146,33333.0,,,101439.0,10500.0,,25247.0,7.0,1666.0,1988.0,,17375.0,16663.0,3.3144,,,3.2337,2000.0,-0.5,,,69231.0,-0.0759836634456249,-75.0,,,,300.0,-0.526813880126183,influencer,5.267439560032607,25.573800762477152,0.0022792963911140475,0.20597014925373133
3y2zXhKgBn03SQcYt01,AYEitsMaya,662280.0,-0.10561200512097493,,,,,,,,,83449.0,,,,25553.0,,,,,4465.0,,,,2.9727,,,,8000.0,0.3333333333333333,,,0.0,,,,,,,,influencer,5.258796898557969,25.552811775543418,0.0012304897183912792,0.2058011049723757
RL2M5CranS03YEvks01,Easy Makeup,1200904.0,0.8166146547929333,,,,,,,,,8911.0,,,,49952.0,,,,,446.0,,,,2.7828,,,,1200.0,0.5,,,,,,,,,,,influencer,5.232809464502734,25.489596324866646,0.0037162441159468164,0.20529197080291972
IOstCf3Jqb,Amelia Liana,7036402.0,0.11500732176946434,9.0,-0.8448275862068966,,,28942387.0,-0.38353216224896186,0.0,,134021.0,,,578454.0,273766.0,1.0,401.0,0.0,1917392.0,5265.0,,706.0,48481.0,2.1827,,,1.6499000000000001,7000.0,0.16666666666666666,0.0,,5099.0,-0.4364500442086649,0.0,,,,23900.0,-0.7486855941114616,influencer,5.229721474649789,25.482074244126913,0.0025270459988438352,0.2052313883299799
S6TixVGtqm,Sarai Jones,755660.0,0.6911312178713939,6.0,-0.14285714285714285,,,5162707.0,0.15221660848345583,17.0,0.4166666666666667,93084.0,,,279369.0,40568.0,1.0,58282.0,0.0,479016.0,5032.0,,10381.0,24397.0,3.0034,,,1.7191,10000.0,,0.0,,3749.0,3.6056511056511056,-2382.0,,,,8600.0,0.3230769230769231,influencer,5.221584470021843,25.46224255005275,0.001536047567924684,0.20507166482910694
w1s2BTAtnC,FulfillmentbyAmazon,28408.0,0.03516379404584047,,,,,,,,,,,,,69.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,brand,5.2205833993818835,25.459801650608753,0.0022792963911140475,0.2050520059435364
mBuzfdAgdc,Hannah Meloche Vlogs,46186.0,-0.12338907130791277,,,,,,,,,,,,,401.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,influencer,5.211729326945916,25.43820266723602,0.0010405483524651086,0.2048780487804878
26i4tVmFy03WZWLK01,sassystratford,75692.0,1.007905138339921,,,,,,,,,,,,,1188.0,,,,,,,,,,,,,30.0,0.0,,,,,,,,,,,influencer,5.180753292556914,25.36249373072639,0.0011066149145263853,0.20426829268292682
deUezdzZHm,Brooke Makenna,921140.0,0.019388681082756026,3229909.0,2.7973509497759736,,,11818.0,0.4929257200606367,0.0,,97896.0,31787.0,,1636.0,39975.0,31682.0,0.0,0.0,1718.0,4906.0,631.0,,202.0,2.7847,0.7789,,2.4381,5000.0,0.25,0.0,,0.0,,-3.0,-1.6,,,0.0,,media company,5.178953297743605,25.358087390506252,0.0015938558097283013,0.20423280423280424
2x34NBPT7f03S8fw401,Annie Wang 🇹🇼🇺🇸 | Bay Area Creator,1399894.0,-0.18732809236367268,,,,,739846.0,-0.9473086605345395,,,13327.0,,,16820.0,43955.0,,48656.0,,22746.0,439.0,,1643.0,555.0,1.8312,,,0.6499,1600.0,-0.2727272727272727,,,-14.0,-1.1794871794871795,,,,,600.0,-0.25,influencer,5.175831485983605,25.3504434609197,0.001536047567924684,0.20417124039517015
2c2mfiihQH03QDxy501,Twinelle,171635.0,-0.0735752917426835,0.0,,,,12416859.0,9.87724005623957,,,21950.0,,,495987.0,9599.0,0.0,41575.0,,291249.0,1414.0,,3885.0,53780.0,3.5796,,,2.1345,700.0,-0.125,0.0,,126.0,,,,,,3200.0,7.0,influencer,5.149307214700928,25.285404084128437,0.0011066149145263853,0.20364741641337386
2t38RkXZLZ03TtX6q01,Cate,68575.0,-0.7669680874562056,,,,,,,,,,,,,2031.0,,,,,,,,,,,,,100.0,-0.9375,,,,,,,,,,,influencer,5.143150776166727,25.270284128567223,0.0010488066727227681,0.20352564102564102
5VGo7RqSn03Sp5mh01,Kisha Alejandra,475087.0,-0.033979398045539025,,,,,1692.0,-0.2119236143455985,,,21757.0,,,,13816.0,,12.0,,98.0,913.0,,,,2.3321,,,,6000.0,0.2,,,176.0,0.8526315789473684,,,,,38.0,0.26666666666666666,influencer,5.1419102350011245,25.267236316080794,0.001536047567924684,0.20350109409190373
7P2rde7CHc03NvgkB01,Diannainkorea,429694.0,0.03799596584252292,0.0,,,,,,,,153548.0,,,,8900.0,0.0,70.0,,,5105.0,,,,1.8473000000000002,,,,2000.0,1.0,0.0,,108.0,1.8421052631578947,,,,,,,influencer,5.13628912557152,25.25342153405997,0.0012882979601948963,0.2033898305084746
UXPbcNaYUp,Adanna Madueke,2201789.0,0.41583130830334103,143.0,0.3364485981308411,,,445815.0,0.25884877663104094,1.0,-0.875,124773.0,,,16584.0,88021.0,3.0,25341.0,0.0,21071.0,7390.0,,3649.0,1547.0,3.2906,,,1.8369,8000.0,0.3333333333333333,1.0,,1817.0,3.4753694581280787,0.0,-1.0,,,100.0,,influencer,5.1285019542960315,25.234270809944153,0.001659922371789578,0.2032355915065723
XzECVuiSra,Harli G,338496.0,0.05884561003991442,,,,,,,2.0,,26180.0,,,,12120.0,,3744.0,0.0,,1861.0,,1017.0,,3.9504,,,,2000.0,1.0,,,9.0,,-6.0,,,,,,influencer,5.125193634750471,25.226130372459764,0.0011644231563300025,0.20317002881844382
7KxHPTxgi03V4GeK01,Babs,0.0,,0.0,,,,26729440.0,0.7010962913860165,,,,,,788116.0,0.0,473342.0,1948659.0,,3147812.0,,,68392.0,73987.0,,,,1.8479999999999999,0.0,,2892.0,3.7565789473684212,280688.0,2.1772523006916225,,,,,200000.0,1.0,influencer,5.095083603054453,25.151920643649763,0.0010405483524651086,0.20257234726688103
I1YUAvxhbz,Shalini Mandal,2979271.0,0.25087845330079694,,,,,22.0,6.333333333333333,0.0,,153557.0,,,,128571.0,,45461.0,0.0,0.0,8426.0,,5078.0,,3.0486,,,,5000.0,0.6666666666666666,,,637.0,9.442622950819672,-4.0,-1.8,,,0.0,,influencer,5.081698122785977,25.118860150973173,0.0015938558097283013,0.20230607966457023
xRQ3GOY1ad,KarenBritChick,1028380.0,-0.08027288272625155,0.0,,,,469876.0,-0.4983183892411078,0.0,,51500.0,,,27289.0,49034.0,0.0,72799.0,0.0,28834.0,3622.0,,5172.0,2128.0,3.9082,,,1.5352999999999999,1000.0,-0.5,0.0,,-26.0,-1.0744985673352436,-45.0,,,,700.0,-0.6666666666666666,influencer,5.081169269129798,25.117553053783467,0.0011644231563300025,0.20229555236728838
3ok6g4mNr03SziCC01,JcCaylenVODS,869773.0,0.3714014966368243,,,,,,,,,16461.0,,,,24336.0,,,,,471.0,,,,1.5925,,,,3100.0,0.55,,,,,,,,,,,influencer,5.078740121671195,25.11154837937424,0.0010405483524651086,0.20224719101123595
V52PnFbkAf03LzCud01,Arpita Ghoshal,1958987.0,-0.23833505703776856,11.0,0.0,,,2.0,-0.6666666666666666,0.0,,62377.0,,,,63094.0,0.0,442.0,0.0,3.0,2799.0,,97.0,,2.4935,,,,5700.0,-0.3372093023255814,0.0,,-30.0,-2.764705882352941,0.0,,,,3.0,,influencer,5.078740121671195,25.11154837937424,0.0010405483524651086,0.20224719101123595
3V3FsdcawF03XYBr701,hannah cho,2307341.0,0.04419784240056696,,,,,,,,,52644.0,,,,142926.0,,,,,3206.0,,,,3.3842,,,,4200.0,0.0,,,,,,,,,,,influencer,5.077449732817598,25.108358048715132,0.005111900239491288,0.20222149624305782
7T3QDrwfXf03WZx1o01,Madison Lambert,,,,,,,161078369.0,0.5612909087100725,,,,,,1639747.0,,,,,15416585.0,,,,211067.0,,,,2.5339,,,,,,,,,,,99100.0,-0.24638783269961978,influencer,5.069972337165669,25.08986310443523,0.0012882979601948963,0.20207253886010362
E0YatN25oL,"Nutrition, Health & Motivation Expert",6516064.0,-0.1041723491680818,1378.0,-0.18797878609310548,,,,,7.0,0.75,166406.0,,,,296076.0,48926.0,186973.0,0.0,,8272.0,,5556.0,,2.7618,,,,17000.0,-0.10526315789473684,0.0,,5670.0,0.12678855325914148,7.0,-0.2222222222222222,,,,,influencer,5.064045763738135,25.07519434625173,0.001536047567924684,0.20195439739413681
aijkY63UyK,NET-A-PORTER,87225.0,-0.06344621727833015,201.0,-0.04285714285714286,,,23346.0,0.37848370335380255,82.0,-0.26126126126126126,,,,1460.0,1130.0,7.0,9143.0,1.0,830.0,,,2582.0,60.0,,,,0.8086,0.0,,997.0,0.9026717557251909,38358.0,-0.06837004833264518,-3057.0,,,,300.0,0.5,brand,5.056125592584226,25.055577862360998,0.0027830539268312825,0.20179640718562875
K5TRB6dVY3,Hannah Renee,208045.0,0.5466994773583924,2.0,0.0,,,3285992.0,1.4561296504753063,1.0,0.0,24947.0,,,171523.0,6155.0,0.0,1349.0,0.0,435995.0,817.0,,7140.0,19198.0,1.8204,,,2.2033,0.0,,0.0,,328.0,,-342.0,,,,11500.0,5.052631578947368,influencer,5.023347045420497,24.97422892794162,0.0011644231563300025,0.20114122681883023
3FPZjKbt203TGeot01,MelReads,173276.0,0.3059495636182753,,,,,15169.0,-0.7301369863013699,,,17447.0,,,5554.0,9611.0,,,,824.0,1380.0,,,581.0,4.3957,,,2.0591,1300.0,0.8571428571428571,,,,,,,,,4.0,-0.6666666666666666,influencer,5.023347045420497,24.97422892794162,0.0011644231563300025,0.20114122681883023
3nAhkiWCH03PVTMm01,Lorry Hill,744508.0,-0.06344951298640035,34197.0,-0.6709612239007023,,,5338.0,-0.10750710583514463,,,128640.0,3746.0,,,25856.0,1685.0,143.0,,94.0,5979.0,156.0,,,2.5822000000000003,1.6408,,,0.0,-1.0,0.0,,-392.0,-3.020618556701031,,,,,22.0,1.4444444444444444,influencer,5.0171845419577705,24.95890537961271,0.006524073003551078,0.2010178117048346
