ID,Creator/Property,youtube 2023-05 Views,youtube 2023-05 Views Growth,facebook 2023-05 Views,facebook 2023-05 Views Growth,instagram 2023-05 Views,instagram 2023-05 Views Growth,tiktok 2023-05 Views,tiktok 2023-05 Views Growth,twitter 2023-05 Views,twitter 2023-05 Views Growth,youtube 2023-05 V30,facebook 2023-05 V30,instagram 2023-05 V30,tiktok 2023-05 V30,youtube 2023-05 Engagements,facebook 2023-05 Engagements,instagram 2023-05 Engagements,twitter 2023-05 Engagements,tiktok 2023-05 Engagements,youtube 2023-05 E30,facebook 2023-05 E30,instagram 2023-05 E30,tiktok 2023-05 E30,youtube 2023-05 ER30,facebook 2023-05 ER30,instagram 2023-05 ER30,tiktok 2023-05 ER30,youtube 2023-05 Followers,youtube 2023-05 Followers Growth,facebook 2023-05 Followers,facebook 2023-05 Followers Growth,instagram 2023-05 Followers,instagram 2023-05 Followers Growth,twitter 2023-05 Followers,twitter 2023-05 Followers Growth,twitch 2023-05 Followers,twitch 2023-05 Followers Growth,tiktok 2023-05 Followers,tiktok 2023-05 Followers Growth,Creator/Property Type,2022-10 - 2023-04 Relevance Score,2022-10 - 2023-04 Viewing Affinity,2022-10 - 2023-04 Audience Overlap,2022-10 - 2023-04 Market Share
5w2csKFcpw03SuPzS01,SellerApp,19809.0,0.04942784488239034,92.0,0.19480519480519481,,,,,20.0,0.42857142857142855,,,,,283.0,6.0,,3.0,,,,,,,,,,100.0,-0.5,1.0,-0.875,,,11.0,0.1,,,,,brand,28.659638283802835,59.65280216181439,0.007201255264679164,0.48044077134986224
2rRpbyhzz03TcaUj01,Ecommerce Success Pakistan by Huzaifa Ali,7934.0,-0.637700351614229,,,,,,,,,3999.0,,,,116.0,,,,,479.0,,,,2.6618,,,,500.0,-0.8076923076923077,,,,,,,,,,,influencer,28.45710460764451,59.441649427152186,0.002510529358328516,0.47874015748031495
nqj4EUjuZh,Benefit Cosmetics,65109.0,-0.08881113987824504,1864.0,-0.2833525567089581,,,4891602.0,0.7938022975152423,1160.0,10.958762886597938,2620.0,,,109346.0,1073.0,241.0,123980.0,83.0,69888.0,74.0,,4196.0,2117.0,1.5886,,,0.38120000000000004,0.0,,0.0,,-4925.0,,-2745.0,,473.0,15.892857142857142,12300.0,0.1388888888888889,brand,28.039996973743882,59.00441080978007,0.002692212403997027,0.4752186588921283
maVWJkf0Ee,Lisa J,695054.0,-0.04964826044451129,,,,,1026655.0,16.95730427481984,,,43069.0,,,14529.0,30377.0,,9372.0,,3021.0,2472.0,,592.0,145.0,3.1888,,,0.1966,4000.0,0.3333333333333333,,,631.0,-0.0920863309352518,0.0,,,,300.0,-0.25,influencer,26.84875354779208,57.73744493349645,0.0026344041621934097,0.4650145772594752
kCWizdAUxD,All Beauty By Sarah,174173.0,0.047253989441658546,,,,,,,,,7009.0,,,,4059.0,,,,,383.0,,,,3.0401,,,,0.0,-1.0,,,,,,,,,,,influencer,26.83502053780695,57.722676830303115,0.0020232884631266003,0.4648956356736243
7Luqw822Lc,Ruffwear,28223.0,0.3967633376224884,87.0,0.0,,,512842.0,-0.2013647944087656,8.0,7.0,,,,75999.0,171.0,5.0,4826.0,0.0,21948.0,,,1474.0,4278.0,,,,1.1082,40.0,-0.2,0.0,-1.0,1611.0,-0.1847165991902834,-29.0,,,,4200.0,-0.5714285714285714,brand,25.87176747246279,56.677220835023135,0.0017755388553968123,0.4564755838641189
dGHgXpodS7,saaammage,262483.0,-0.12331498577173318,5.0,1.5,,,774181.0,1.1237552601403435,0.0,-1.0,13376.0,,,82611.0,6249.0,0.0,7787.0,0.0,43224.0,541.0,,2167.0,5498.0,2.2494,,,1.3101,5000.0,0.6666666666666666,0.0,,832.0,0.21815519765739386,-68.0,,,,1933.0,1.5202086049543677,influencer,25.384115694119114,56.140531006041215,0.0031216450573953256,0.45215311004784686
3An8TdVcn03Qhs3N01,Magdaline Janet,457785.0,-0.16363387229377913,,,,,209707.0,-0.4369238865722778,,,5071.0,,,7531.0,23514.0,,3641.0,,7183.0,319.0,,146.0,253.0,3.5013,,,0.6619,1700.0,-0.22727272727272727,,,70.0,-0.5652173913043478,,,,,433.0,-0.35082458770614694,influencer,24.69331178673545,55.37135698003204,0.00405483524651086,0.44595821980018163
HN2h6rQMIn,Jamie Paige,222905.0,-0.4545866059849764,,,,,,,9.0,-0.5714285714285714,40659.0,,,,8143.0,,17184.0,0.0,,1994.0,,15052.0,,2.7247,,,,0.0,,,,-198.0,,-202.0,,,,,,influencer,23.198485661416928,53.66922388127176,0.0026344041621934097,0.43224932249322495
Wb2YCp8L6H,Color Wow,310127.0,0.07641872895768977,14778.0,-0.6871122779530393,,,8077139.0,-0.3226672380192068,1.0,,,3813.0,,245675.0,3567.0,2164.0,63807.0,0.0,146588.0,,51.0,3791.0,10010.0,,0.5335,,0.8021,500.0,0.25,3682.0,0.044835414301929624,11604.0,-0.23783251231527094,-14.0,,,,26500.0,-0.3629807692307692,brand,22.675625662173072,53.06096404948499,0.0016516640515319184,0.42735042735042733
Xp7EJKRdFP,Allie Glines,1541047.0,0.11686825487591254,38.0,0.02702702702702703,,,45534.0,0.33542540399448634,20.0,1.8571428571428572,58812.0,,,14393.0,70813.0,1.0,4475.0,2.0,2239.0,3798.0,,4070.0,859.0,3.5886,,,1.1751,1000.0,0.0,0.0,,-528.0,,-103.0,,,,300.0,0.5,influencer,22.4753696446008,52.8261449176812,0.008225286976628953,0.42545920546774885
5v29ZkdZYb03XRzH901,Your VA Buddy,25665.0,11.163507109004739,61359.0,0.09677361694521405,,,,,,,,2323.0,,,750.0,5322.0,,,,,70.0,,,,1.1969,,,1600.0,0.7777777777777778,1753.0,0.13462783171521037,,,,,,,,,influencer,22.113305263292816,52.398918993454714,0.0018994136592617062,0.42201834862385323
sAs3R8uqhr,Mallory Brooke,350274.0,0.27085381737966263,,,,,0.0,,14.0,6.0,6739.0,,,,9335.0,,99.0,0.0,0.0,469.0,,457.0,,3.8721,,,,2000.0,0.0,,,91.0,0.07058823529411765,-8.0,,,,-1.0,,influencer,22.047906656624523,52.32137848898973,0.002147163266991494,0.4213938411669368
2mqHgWjLM03LEkhD01,Pampered Wolf,351378.0,0.12879474181299513,1.0,-0.5,,,,,,,18498.0,,,,15403.0,0.0,54.0,,,1554.0,,,,4.6688,,,,2000.0,1.0,0.0,,93.0,0.056818181818181816,,,,,,,influencer,22.033105409167476,52.3038132911318,0.0018333470972004295,0.42125237191650855
QvGdgM9EWB,Zabrena,470736.0,0.34269276735569365,,,,,0.0,,,,17447.0,,,,35647.0,,3174.0,,0.0,1919.0,,1099.0,,6.1129,,,,0.0,,0.0,,19.0,,-26.0,,,,0.0,,influencer,22.012216000140917,52.27901300033468,0.0025765959203897927,0.42105263157894735
SElFeni1Pw,Lauren Mae Beauty,331231.0,0.02687545340120659,,,,,,,,,16436.0,,,,20337.0,,,,,1354.0,,,,4.5786999999999995,,,,1000.0,,,,,,,,,,,,influencer,21.429908056144182,51.58288766078295,0.0025765959203897927,0.41544607190412786
iobOQSGan9,"Charlotte Tilbury, MBE",701871.0,-0.6817545169011703,7580.0,-0.6280667320902846,,,12295228.0,-0.1908206341584638,1828.0,0.07214076246334311,52867.0,8367.0,,466849.0,1350.0,1992.0,555886.0,54.0,570988.0,8.0,199.0,10046.0,32098.0,0.0088,0.9358000000000001,,1.3534,0.0,-1.0,0.0,,71105.0,0.3880375583188553,-531.0,,,,26200.0,-0.03676470588235294,brand,21.329405900583794,51.46178858987835,0.007663721199108102,0.41447074586869137
4dKWABqkk03VBoGf01,eCommerce World,26553.0,0.7545262323245672,,,,,,,,,,,,,604.0,,,,,,,,,,,,,800.0,0.0,,,,,,,,,,,influencer,21.249609502533264,51.365435383709716,0.002394912874721282,0.4136947218259629
X2NC85BlEM,STYLEKOREAN,25998.0,-0.13308213011437528,44986.0,-0.39637173603842957,,,3746453.0,0.24700410702701373,43.0,0.34375,,12611.0,,86166.0,502.0,9342.0,57780.0,0.0,426266.0,,409.0,1162.0,9432.0,,1.2746,,2.1549,100.0,0.0,1988.0,-0.23685220729366602,4270.0,0.09403023315398411,29.0,-0.21621621621621623,,,14800.0,1.4666666666666666,brand,20.94968934658481,51.00165751272027,0.004789825749442564,0.41076487252124644
ygq3dAjsV6,Jen Luv,275426.0,-0.27208192930294023,,,,,2525.0,1.5950668036998972,4591.0,8.33130081300813,32340.0,,,,19036.0,,1283.0,155.0,222.0,2353.0,,,,4.0421,,,,0.0,,,,23.0,3.6,5.0,,,,9.0,0.0,influencer,20.941175700264893,50.99129329705756,0.001841605417458089,0.4106813996316759
dcfdAeim4T,Nikkia Joy,367545.0,-0.032753407317541734,389638.0,13.129605454017987,,,10366402.0,1.2957998855909485,5.0,0.0,12555.0,,,191721.0,10088.0,898.0,14996.0,0.0,640085.0,763.0,,1223.0,13967.0,3.3789,,,1.4341,0.0,,0.0,,3965.0,0.3834612700628053,-41.0,,,,21400.0,1.6097560975609757,influencer,20.8936872538702,50.93344383093261,0.00424477661243703,0.41021548284118114
6q2AU6tRoC03XbjKK01,missmonolids,191207.0,-0.10665127970322472,,,,,,,,,3376.0,,,,6977.0,,,,,172.0,,,,2.8317,,,,440.0,-0.2,,,,,,,,,,,influencer,20.733952485170235,50.738374110344466,0.0017177306135931951,0.4086444007858546
gMBwr3SIDN,YesStyle.com,86146.0,1.2530665620504773,302.0,-0.23929471032745592,,,587436.0,-0.25589301932608866,37.0,1.4666666666666666,2783.0,,,33150.0,1633.0,184.0,39133.0,0.0,13313.0,60.0,,1795.0,2447.0,1.2127,,,1.4536,200.0,1.0,-533.0,,-1613.0,,-37.0,,,,10700.0,-0.144,brand,20.475688567216036,50.42138309676949,0.0026426624824510696,0.40609137055837563
